gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,budget_start,alpha,q_start,objective_value,chip_played,actual_squad_points,actual_lineup_points,actual_captain_points,actual_total_points
153,"Alexander Isak, Andrew Robertson, Chris Wood, Cieran Slicker, Daniel Jebbison, Daniel Munoz, Dejan Kulusevski, Jan Bednarek, Jordan Pickford, Kevin De Bruyne, Martin Ødegaard, Mohamed Salah, Son Heung-min, Virgil van Dijk, Wout Faes","Alexander Isak, Andrew Robertson, Chris Wood, Daniel Munoz, Dejan Kulusevski, Jordan Pickford, Kevin De Bruyne, Martin Ødegaard, Mohamed Salah, Son Heung-min, Virgil van Dijk",Mohamed Salah,Son Heung-min,,,0.0,1000.0,0,1,95.65079328198048,,58.0,54.0,14.0,68.0
154,"Alexander Isak, Andrew Robertson, Chris Wood, Cieran Slicker, Daniel Jebbison, Daniel Munoz, Eberechi Eze, Jan Bednarek, Jordan Pickford, Kevin De Bruyne, Manuel Akanji, Martin Ødegaard, Mohamed Salah, Son Heung-min, Wout Faes","Alexander Isak, Andrew Robertson, Chris Wood, Daniel Munoz, Eberechi Eze, Jordan Pickford, Kevin De Bruyne, Manuel Akanji, Martin Ødegaard, Mohamed Salah, Son Heung-min",Mohamed Salah,Kevin De Bruyne,"Eberechi Eze, Manuel Akanji","Dejan Kulusevski, Virgil van Dijk",-0.0,0.0,0,2,94.60914057014229,,64.0,55.0,10.0,65.0
155,"Alexander Isak, Andrew Robertson, Antonee Robinson, Chris Wood, Cieran Slicker, Daniel Jebbison, Eberechi Eze, Jan Bednarek, Jordan Pickford, Kevin De Bruyne, Manuel Akanji, Martin Ødegaard, Mohamed Salah, Son Heung-min, Wout Faes","Alexander Isak, Andrew Robertson, Antonee Robinson, Chris Wood, Eberechi Eze, Jordan Pickford, Kevin De Bruyne, Manuel Akanji, Martin Ødegaard, Mohamed Salah, Son Heung-min",Mohamed Salah,Kevin De Bruyne,Antonee Robinson,Daniel Munoz,4.0,-0.0,0,1,94.39189472616135,,66.0,64.0,17.0,81.0
156,"Alexander Isak, Antonee Robinson, Chris Wood, Cieran Slicker, Daniel Jebbison, Diogo Dalot Teixeira, Eberechi Eze, Jan Bednarek, Jordan Pickford, Kevin De Bruyne, Manuel Akanji, Martin Ødegaard, Mohamed Salah, Son Heung-min, Wout Faes","Alexander Isak, Antonee Robinson, Chris Wood, Diogo Dalot Teixeira, Eberechi Eze, Jordan Pickford, Kevin De Bruyne, Manuel Akanji, Martin Ødegaard, Mohamed Salah, Son Heung-min",Mohamed Salah,Kevin De Bruyne,Diogo Dalot Teixeira,Andrew Robertson,14.0,4.0,0,1,94.50085904412806,,30.0,28.0,2.0,30.0
157,"Alexander Isak, Antonee Robinson, Bryan Mbeumo, Chris Wood, Cieran Slicker, Daniel Jebbison, Diogo Dalot Teixeira, Eberechi Eze, Jan Bednarek, Jordan Pickford, Kevin De Bruyne, Manuel Akanji, Mohamed Salah, Son Heung-min, Wout Faes","Alexander Isak, Antonee Robinson, Bryan Mbeumo, Chris Wood, Diogo Dalot Teixeira, Eberechi Eze, Jordan Pickford, Kevin De Bruyne, Mohamed Salah, Son Heung-min, Wout Faes",Mohamed Salah,Son Heung-min,Bryan Mbeumo,Martin Ødegaard,26.0,14.0,0,1,94.0990648059619,,55.0,52.0,6.0,58.0
158,"Alexander Isak, Antonee Robinson, Bryan Mbeumo, Chris Wood, Cieran Slicker, Cole Palmer, Daniel Jebbison, Diogo Dalot Teixeira, Eberechi Eze, Jan Bednarek, Jordan Pickford, Manuel Akanji, Mohamed Salah, Son Heung-min, Wout Faes","Alexander Isak, Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Diogo Dalot Teixeira, Eberechi Eze, Jordan Pickford, Manuel Akanji, Mohamed Salah, Son Heung-min",Mohamed Salah,Son Heung-min,Cole Palmer,Kevin De Bruyne,15.0,26.0,0,1,92.92144946881145,,60.0,59.0,10.0,69.0
159,"Alexander Isak, Antonee Robinson, Bryan Mbeumo, Bukayo Saka, Chris Wood, Cieran Slicker, Cole Palmer, Daniel Jebbison, Diogo Dalot Teixeira, Eberechi Eze, Jan Bednarek, Jordan Pickford, Manuel Akanji, Mohamed Salah, Wout Faes","Antonee Robinson, Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Diogo Dalot Teixeira, Eberechi Eze, Jordan Pickford, Manuel Akanji, Mohamed Salah, Wout Faes",Mohamed Salah,Bukayo Saka,Bukayo Saka,Son Heung-min,13.0,15.0,0,1,91.14481901783796,,73.0,73.0,3.0,76.0
160,"Antonee Robinson, Bryan Mbeumo, Bukayo Saka, Chris Wood, Cieran Slicker, Cole Palmer, Daniel Jebbison, Diogo Dalot Teixeira, Eberechi Eze, Jan Bednarek, Jordan Pickford, Manuel Akanji, Mohamed Salah, Ollie Watkins, Wout Faes","Antonee Robinson, Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Diogo Dalot Teixeira, Eberechi Eze, Jordan Pickford, Mohamed Salah, Ollie Watkins, Wout Faes",Bukayo Saka,Cole Palmer,Ollie Watkins,Alexander Isak,5.000000000000033,13.0,0,1,92.0284864379316,,43.0,42.0,0.0,42.0
161,"Antonee Robinson, Bryan Mbeumo, Chris Wood, Cieran Slicker, Cole Palmer, Daniel Jebbison, Diogo Dalot Teixeira, Eberechi Eze, Jan Bednarek, Jarrod Bowen, Jordan Pickford, Manuel Akanji, Mohamed Salah, Ollie Watkins, Wout Faes","Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Diogo Dalot Teixeira, Eberechi Eze, Jarrod Bowen, Jordan Pickford, Mohamed Salah, Ollie Watkins, Wout Faes",Mohamed Salah,Cole Palmer,Jarrod Bowen,Bukayo Saka,31.0,5.000000000000033,0,1,92.06414244079103,,77.0,69.0,10.0,79.0
162,"Bryan Mbeumo, Chris Wood, Cieran Slicker, Cole Palmer, Daniel Jebbison, Diogo Dalot Teixeira, Eberechi Eze, Jan Bednarek, Jarrod Bowen, Jordan Pickford, Manuel Akanji, Mohamed Salah, Ollie Watkins, Trent Alexander-Arnold, Wout Faes","Bryan Mbeumo, Chris Wood, Cole Palmer, Diogo Dalot Teixeira, Eberechi Eze, Jarrod Bowen, Jordan Pickford, Manuel Akanji, Mohamed Salah, Ollie Watkins, Trent Alexander-Arnold",Mohamed Salah,Cole Palmer,Trent Alexander-Arnold,Antonee Robinson,8.0,31.0,0,1,94.02884028591981,,39.0,32.0,9.0,41.0
