gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,budget_start,alpha,q_start,objective_value,chip_played,actual_squad_points,actual_lineup_points,actual_captain_points,actual_total_points
153,"Alexander Isak, Andrew Robertson, Daniel Jebbison, Daniel Munoz, David Raya Martin, Dejan Kulusevski, Harvey Davies, Jan Bednarek, Kevin De Bruyne, Martin Ødegaard, Mohamed Salah, Pedro Porro, Son Heung-min, Wout Faes, Yoane Wissa","Alexander Isak, Andrew Robertson, Daniel Munoz, David Raya Martin, Dejan Kulusevski, Kevin De Bruyne, Martin Ødegaard, Mohamed Salah, Pedro Porro, Son Heung-min, Yoane Wissa",Mohamed Salah,Son Heung-min,,,-0.0,1000.0,0,1,159.06475740257665,,70.0,66.0,14.0,80.0
154,"Alexander Isak, Andrew Robertson, Daniel Jebbison, Daniel Munoz, Ederson Santana de Moraes, Harvey Davies, Jan Bednarek, Jeremy Doku, Kevin De Bruyne, Martin Ødegaard, Mohamed Salah, Pedro Porro, Son Heung-min, Wout Faes, Yoane Wissa","Alexander Isak, Andrew Robertson, Daniel Munoz, Ederson Santana de Moraes, Jeremy Doku, Kevin De Bruyne, Martin Ødegaard, Mohamed Salah, Pedro Porro, Son Heung-min, Yoane Wissa",Mohamed Salah,Kevin De Bruyne,"Ederson Santana de Moraes, Jeremy Doku","David Raya Martin, Dejan Kulusevski",-7.320389828013738e-13,-0.0,0,2,159.0895503489285,,70.0,61.0,10.0,71.0
155,"Alexander Isak, Andrew Robertson, Antonee Robinson, Daniel Jebbison, Ederson Santana de Moraes, Harvey Davies, Jan Bednarek, Jeremy Doku, Kevin De Bruyne, Martin Ødegaard, Mohamed Salah, Pedro Porro, Son Heung-min, Wout Faes, Yoane Wissa","Alexander Isak, Andrew Robertson, Antonee Robinson, Ederson Santana de Moraes, Jeremy Doku, Kevin De Bruyne, Martin Ødegaard, Mohamed Salah, Son Heung-min, Wout Faes, Yoane Wissa",Mohamed Salah,Kevin De Bruyne,Antonee Robinson,Daniel Munoz,3.999999999999973,-7.320389828013738e-13,0,1,157.83828721385444,,57.0,55.0,17.0,72.0
156,"Alexander Isak, Andrew Robertson, Antonee Robinson, Daniel Jebbison, Eberechi Eze, Ederson Santana de Moraes, Harvey Davies, Jan Bednarek, Kevin De Bruyne, Martin Ødegaard, Mohamed Salah, Pedro Porro, Son Heung-min, Wout Faes, Yoane Wissa","Alexander Isak, Andrew Robertson, Antonee Robinson, Eberechi Eze, Ederson Santana de Moraes, Kevin De Bruyne, Martin Ødegaard, Mohamed Salah, Son Heung-min, Wout Faes, Yoane Wissa",Mohamed Salah,Kevin De Bruyne,Eberechi Eze,Jeremy Doku,0.0,3.999999999999973,0,1,156.7763512211643,,30.0,27.0,2.0,29.0
157,"Alexander Isak, Andrew Robertson, Antonee Robinson, Bryan Mbeumo, Daniel Jebbison, Eberechi Eze, Ederson Santana de Moraes, Harvey Davies, Jan Bednarek, Kevin De Bruyne, Mohamed Salah, Pedro Porro, Son Heung-min, Wout Faes, Yoane Wissa","Alexander Isak, Andrew Robertson, Bryan Mbeumo, Eberechi Eze, Ederson Santana de Moraes, Kevin De Bruyne, Mohamed Salah, Pedro Porro, Son Heung-min, Wout Faes, Yoane Wissa",Mohamed Salah,Son Heung-min,Bryan Mbeumo,Martin Ødegaard,12.0,0.0,0,1,156.72516935086955,,43.0,39.0,6.0,45.0
158,"Alexander Isak, Andrew Robertson, Antonee Robinson, Bryan Mbeumo, Cole Palmer, Daniel Jebbison, Eberechi Eze, Ederson Santana de Moraes, Harvey Davies, Jan Bednarek, Mohamed Salah, Pedro Porro, Son Heung-min, Wout Faes, Yoane Wissa","Alexander Isak, Andrew Robertson, Antonee Robinson, Bryan Mbeumo, Cole Palmer, Eberechi Eze, Ederson Santana de Moraes, Jan Bednarek, Mohamed Salah, Pedro Porro, Son Heung-min",Mohamed Salah,Son Heung-min,Cole Palmer,Kevin De Bruyne,1.0,12.0,0,1,155.2349761810017,,63.0,63.0,10.0,73.0
159,"Alexander Isak, Andrew Robertson, Antonee Robinson, Bryan Mbeumo, Cole Palmer, Daniel Jebbison, Danny Welbeck, Eberechi Eze, Ederson Santana de Moraes, Harvey Davies, Jan Bednarek, Mohamed Salah, Pedro Porro, Son Heung-min, Wout Faes","Andrew Robertson, Antonee Robinson, Bryan Mbeumo, Cole Palmer, Danny Welbeck, Eberechi Eze, Ederson Santana de Moraes, Mohamed Salah, Pedro Porro, Son Heung-min, Wout Faes",Mohamed Salah,Cole Palmer,Danny Welbeck,Yoane Wissa,2.0,1.0,0,1,153.31606654191395,,36.0,36.0,3.0,39.0
160,"Alexander Isak, Andrew Robertson, Antonee Robinson, Bryan Mbeumo, Cole Palmer, Daniel Jebbison, Danny Welbeck, Eberechi Eze, Ederson Santana de Moraes, Harvey Davies, Jan Bednarek, Jarrod Bowen, Mohamed Salah, Pedro Porro, Wout Faes","Antonee Robinson, Bryan Mbeumo, Cole Palmer, Danny Welbeck, Eberechi Eze, Ederson Santana de Moraes, Jan Bednarek, Jarrod Bowen, Mohamed Salah, Pedro Porro, Wout Faes",Cole Palmer,Mohamed Salah,Jarrod Bowen,Son Heung-min,26.0,2.0,0,1,154.18303215412388,,40.0,36.0,2.0,38.0
161,"Alexander Isak, Antonee Robinson, Bryan Mbeumo, Cole Palmer, Daniel Jebbison, Danny Welbeck, Eberechi Eze, Ederson Santana de Moraes, Harvey Davies, Jan Bednarek, Jarrod Bowen, Josko Gvardiol, Mohamed Salah, Pedro Porro, Wout Faes","Alexander Isak, Antonee Robinson, Bryan Mbeumo, Cole Palmer, Danny Welbeck, Eberechi Eze, Ederson Santana de Moraes, Jarrod Bowen, Josko Gvardiol, Mohamed Salah, Pedro Porro",Mohamed Salah,Cole Palmer,Josko Gvardiol,Andrew Robertson,25.0,26.0,0,1,156.31419821194672,,83.0,80.0,10.0,90.0
162,"Alexander Isak, Bryan Mbeumo, Cole Palmer, Daniel Jebbison, Danny Welbeck, Eberechi Eze, Ederson Santana de Moraes, Harvey Davies, Jan Bednarek, Jarrod Bowen, Josko Gvardiol, Mohamed Salah, Pedro Porro, Trent Alexander-Arnold, Wout Faes","Alexander Isak, Bryan Mbeumo, Cole Palmer, Danny Welbeck, Eberechi Eze, Ederson Santana de Moraes, Jarrod Bowen, Josko Gvardiol, Mohamed Salah, Pedro Porro, Trent Alexander-Arnold",Mohamed Salah,Cole Palmer,Trent Alexander-Arnold,Antonee Robinson,2.000000000000001,25.0,0,1,156.7478828699167,,50.0,43.0,9.0,52.0
