gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw,actual_squad_points,actual_lineup_points,actual_captain_points,actual_total_points
77,"Amadou Onana, Bukayo Saka, Carl Rushworth, Danny Welbeck, Joel Veltman, Joelinton Cassio Apolinario de Lira, Kai Havertz, Lisandro Martinez, Mateo Kovacic, Mohamed Salah, Nick Pope, Pedro Porro, Tino Livramento, Trent Alexander-Arnold, Yoane Wissa","Bukayo Saka, Danny Welbeck, Joel Veltman, Joelinton Cassio Apolinario de Lira, Kai Havertz, Mateo Kovacic, Mohamed Salah, Nick Pope, Pedro Porro, Trent Alexander-Arnold, Yoane Wissa",Mohamed Salah,Bukayo Saka,,,0.0,0,1,132.34199999999998,,1000.0,132.34199999999998,141,117,14.000000000000002,131
78,"Carl Rushworth, Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Joel Veltman, Lisandro Martinez, Luis Diaz, Max Kilman, Nicolas Jackson, Noni Madueke, Pedro Porro, Son Heung-min, Thomas Partey, Yoane Wissa","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Luis Diaz, Max Kilman, Nicolas Jackson, Noni Madueke, Pedro Porro, Son Heung-min, Thomas Partey",Noni Madueke,Cole Palmer,"Cole Palmer, Cristian Romero, David Raya Martin, Luis Diaz, Max Kilman, Nicolas Jackson, Noni Madueke, Son Heung-min, Thomas Partey","Amadou Onana, Bukayo Saka, Joelinton Cassio Apolinario de Lira, Kai Havertz, Mateo Kovacic, Mohamed Salah, Nick Pope, Tino Livramento, Trent Alexander-Arnold",17.0,7,2,132.731,,0.0,132.731,144,139,20.0,159
79,"Alisson Ramses Becker, Amadou Onana, Carl Rushworth, Dominic Calvert-Lewin, Erling Haaland, Joel Veltman, Lucas Digne, Luis Diaz, Luis Sinisterra Lucumi, Max Kilman, Michael Keane, Mohamed Salah, Rico Lewis, Thomas Partey, Yoane Wissa","Alisson Ramses Becker, Amadou Onana, Dominic Calvert-Lewin, Erling Haaland, Lucas Digne, Luis Diaz, Luis Sinisterra Lucumi, Michael Keane, Mohamed Salah, Rico Lewis, Yoane Wissa",Mohamed Salah,Erling Haaland,"Alisson Ramses Becker, Amadou Onana, Dominic Calvert-Lewin, Erling Haaland, Lucas Digne, Luis Sinisterra Lucumi, Michael Keane, Mohamed Salah, Rico Lewis","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Lisandro Martinez, Nicolas Jackson, Noni Madueke, Pedro Porro, Son Heung-min",4.0,8,1,102.725,,17.0,102.725,119,116,17.0,133
80,"Carl Rushworth, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Jean-Philippe Mateta, Joel Veltman, Lucas Digne, Luis Diaz, Mario Lemina, Matthijs de Ligt, Ollie Watkins, Robert Sanchez, Thomas Partey, Wilfred Ndidi","Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Jean-Philippe Mateta, Joel Veltman, Mario Lemina, Matthijs de Ligt, Ollie Watkins, Robert Sanchez, Wilfred Ndidi",Matthijs de Ligt,Robert Sanchez,"Diogo Dalot Teixeira, Dwight McNeil, Gabriel dos Santos Magalhaes, Jean-Philippe Mateta, Mario Lemina, Matthijs de Ligt, Ollie Watkins, Robert Sanchez, Wilfred Ndidi","Alisson Ramses Becker, Amadou Onana, Dominic Calvert-Lewin, Luis Sinisterra Lucumi, Max Kilman, Michael Keane, Mohamed Salah, Rico Lewis, Yoane Wissa",17.0,8,1,116.55799999999996,,4.0,116.55799999999999,142,132,15.0,147
81,"Carl Rushworth, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Jack Hinshelwood, James Maddison, Jean-Philippe Mateta, Joel Veltman, Lucas Digne, Luis Diaz, Matthijs de Ligt, Morgan Rogers, Nicolas Jackson, Robert Sanchez, Tyler Dibling","Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Jack Hinshelwood, James Maddison, Luis Diaz, Matthijs de Ligt, Morgan Rogers, Nicolas Jackson, Robert Sanchez, Tyler Dibling",Nicolas Jackson,Luis Diaz,"Jack Hinshelwood, James Maddison, Morgan Rogers, Nicolas Jackson, Tyler Dibling","Dwight McNeil, Mario Lemina, Ollie Watkins, Thomas Partey, Wilfred Ndidi",14.0,4,1,117.61599999999999,,17.0,117.61599999999999,119,116,16.0,132
82,"Carl Rushworth, Carlos Baleba, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, Gabriel dos Santos Magalhaes, James Justin, Leandro Trossard, Liam Delap, Matthijs de Ligt, Micky van de Ven, Nicolas Jackson, Ollie Watkins, Rayan Ait-Nouri, Robert Sanchez","Carlos Baleba, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Leandro Trossard, Liam Delap, Micky van de Ven, Ollie Watkins, Rayan Ait-Nouri, Robert Sanchez",Cole Palmer,Dwight McNeil,"Carlos Baleba, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Leandro Trossard, Liam Delap, Micky van de Ven, Ollie Watkins, Rayan Ait-Nouri","Diogo Dalot Teixeira, Erling Haaland, Jack Hinshelwood, James Maddison, Jean-Philippe Mateta, Joel Veltman, Lucas Digne, Luis Diaz, Morgan Rogers, Tyler Dibling",56.0,9,1,124.55600000000001,,14.0,124.55600000000001,141,134,25.0,159
83,"Bukayo Saka, Facundo Buonanotte, Gabriel dos Santos Magalhaes, Georginio Rutter, James Justin, Jarrod Bowen, Jordan Pickford, Liam Delap, Mateo Kovacic, Michail Antonio, Micky van de Ven, Nathan Collins, Ollie Watkins, Rayan Ait-Nouri, Robert Sanchez","Bukayo Saka, Facundo Buonanotte, Georginio Rutter, James Justin, Jarrod Bowen, Jordan Pickford, Liam Delap, Mateo Kovacic, Michail Antonio, Nathan Collins, Rayan Ait-Nouri",Michail Antonio,Bukayo Saka,"Bukayo Saka, Facundo Buonanotte, Georginio Rutter, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Michail Antonio, Nathan Collins","Carl Rushworth, Carlos Baleba, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, Leandro Trossard, Matthijs de Ligt, Nicolas Jackson",95.0,7,1,124.631,,56.0,124.631,142,133,18.0,151
84,"Curtis Jones, Facundo Buonanotte, Georginio Rutter, John Stones, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Liam Delap, Marcos Senesi, Matz Sels, Michael Keane, Michail Antonio, Mohamed Salah, Ollie Watkins, Rayan Ait-Nouri","Curtis Jones, Facundo Buonanotte, Georginio Rutter, John Stones, Josko Gvardiol, Justin Kluivert, Marcos Senesi, Matz Sels, Michael Keane, Mohamed Salah, Ollie Watkins",Michael Keane,Curtis Jones,"Curtis Jones, John Stones, Josko Gvardiol, Justin Kluivert, Marcos Senesi, Matz Sels, Michael Keane, Mohamed Salah","Bukayo Saka, Gabriel dos Santos Magalhaes, James Justin, Jarrod Bowen, Mateo Kovacic, Micky van de Ven, Nathan Collins, Robert Sanchez",93.0,7,1,96.331,,95.0,96.331,120,109,14.0,123
85,"Alex Iwobi, Bryan Mbeumo, Chris Wood, Cole Palmer, George Hirst, Georginio Rutter, Jordan Pickford, Josko Gvardiol, Marcos Senesi, Matz Sels, Michael Keane, Mohamed Salah, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa","Alex Iwobi, Bryan Mbeumo, Chris Wood, Cole Palmer, George Hirst, Josko Gvardiol, Matz Sels, Mohamed Salah, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa",Bryan Mbeumo,Chris Wood,"Alex Iwobi, Bryan Mbeumo, Chris Wood, Cole Palmer, George Hirst, Trevoh Chalobah, Yoane Wissa","Curtis Jones, Facundo Buonanotte, John Stones, Justin Kluivert, Liam Delap, Michail Antonio, Ollie Watkins",44.0,6,1,100.362,,93.0,100.362,119,108,15.0,123
86,"Antoine Semenyo, Bryan Mbeumo, Chris Wood, Cole Palmer, Dominic Solanke, Harry Wilson, Jordan Pickford, Josko Gvardiol, Leif Davis, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Trevoh Chalobah, Yoane Wissa","Antoine Semenyo, Chris Wood, Dominic Solanke, Harry Wilson, Josko Gvardiol, Leif Davis, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Trevoh Chalobah",Dominic Solanke,Ola Aina,"Antoine Semenyo, Dominic Solanke, Harry Wilson, Leif Davis, Milos Kerkez, Ola Aina","Alex Iwobi, George Hirst, Georginio Rutter, Marcos Senesi, Michael Keane, Rayan Ait-Nouri",26.0,5,1,107.547,,44.0,107.547,120,110,16.0,126
