gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw,actual_squad_points,actual_lineup_points,actual_captain_points,actual_total_points
77,"Bukayo Saka, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Joelinton Cassio Apolinario de Lira, Kai Havertz, Luis Diaz, Mateo Kovacic, Max Kilman, Mohamed Salah, Pedro Porro, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Bukayo Saka, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Joelinton Cassio Apolinario de Lira, Kai Havertz, Mateo Kovacic, Mohamed Salah, Pedro Porro, Trent Alexander-Arnold, Yoane Wissa",Mohamed Salah,Bukayo Saka,,,113.0,0,1,656.9979999999998,,1000.0,130.24099999999999,123,115,14.000000000000002,129
78,"Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Luis Diaz, Max Kilman, Mohamed Salah, Noni Madueke, Ola Aina, Robert Sanchez, Son Heung-min, Trent Alexander-Arnold, Yoane Wissa","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Luis Diaz, Max Kilman, Mohamed Salah, Noni Madueke, Ola Aina, Son Heung-min",Noni Madueke,Erling Haaland,"Cole Palmer, Erling Haaland, Noni Madueke, Ola Aina, Son Heung-min","Bukayo Saka, Joelinton Cassio Apolinario de Lira, Kai Havertz, Mateo Kovacic, Pedro Porro",0.0,3,2,662.2979999999998,,113.0,157.771,158,148,20.0,168
79,"Bryan Mbeumo, David Raya Martin, Diogo Dalot Teixeira, Dominic Calvert-Lewin, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Matthijs de Ligt, Mohamed Salah, Ola Aina, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Bryan Mbeumo, David Raya Martin, Dominic Calvert-Lewin, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Mohamed Salah, Ola Aina, Trent Alexander-Arnold, Yoane Wissa",Erling Haaland,Mohamed Salah,"Bryan Mbeumo, Dominic Calvert-Lewin, Dwight McNeil, Gabriel dos Santos Magalhaes, Harvey Barnes, Matthijs de Ligt","Cole Palmer, Cristian Romero, Danny Welbeck, Max Kilman, Noni Madueke, Son Heung-min",66.0,5,1,632.2129999999997,,0.0,102.765,113,104,17.0,121
80,"Bryan Mbeumo, David Raya Martin, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Matthijs de Ligt, Mohamed Salah, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Matthijs de Ligt, Ola Aina, Ollie Watkins, Robert Sanchez, Yoane Wissa",Matthijs de Ligt,Gabriel dos Santos Magalhaes,Ollie Watkins,Dominic Calvert-Lewin,36.0,0,1,632.7339999999997,WC,66.0,136.531,134,120,15.0,135
81,"Bryan Mbeumo, David Raya Martin, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Matthijs de Ligt, Mohamed Salah, Nicolas Jackson, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Matthijs de Ligt, Mohamed Salah, Nicolas Jackson, Robert Sanchez, Trent Alexander-Arnold",Luis Diaz,Nicolas Jackson,Nicolas Jackson,Yoane Wissa,21.0,0,1,604.5289999999997,,36.0,125.66999999999999,120,108,16.0,124
82,"Bryan Mbeumo, Cole Palmer, David Raya Martin, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Mohamed Salah, Nicolas Jackson, Ola Aina, Ollie Watkins, Rayan Ait-Nouri, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Mohamed Salah, Ollie Watkins, Rayan Ait-Nouri, Robert Sanchez",Cole Palmer,Dwight McNeil,"Cole Palmer, Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Rayan Ait-Nouri","Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Matthijs de Ligt",102.0,5,1,589.4049999999996,,21.0,133.561,136,127,25.0,152
83,"Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, David Raya Martin, James Justin, Jarrod Bowen, Jordan Pickford, Josko Gvardiol, Mateo Kovacic, Michail Antonio, Mohamed Salah, Ola Aina, Rayan Ait-Nouri, Trent Alexander-Arnold","Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, James Justin, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Michail Antonio, Rayan Ait-Nouri, Trent Alexander-Arnold",Michail Antonio,Bukayo Saka,"Bukayo Saka, Chris Wood, Danny Welbeck, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Michail Antonio","Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, Liam Delap, Nicolas Jackson, Ollie Watkins, Robert Sanchez",156.0,6,1,576.3049999999996,,102.0,122.64099999999999,135,127,18.0,145
84,"Bryan Mbeumo, Bukayo Saka, Chris Wood, Curtis Jones, Danny Welbeck, Iliman Ndiaye, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina, Rayan Ait-Nouri","Chris Wood, Curtis Jones, Danny Welbeck, Iliman Ndiaye, Josko Gvardiol, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina",Michael Keane,Curtis Jones,"Curtis Jones, Iliman Ndiaye, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez","David Raya Martin, James Justin, Jarrod Bowen, Mateo Kovacic, Michail Antonio, Trent Alexander-Arnold",223.0,5,1,594.3269999999997,,156.0,104.325,118,109,14.0,123
85,"Alex Iwobi, Bryan Mbeumo, Bukayo Saka, Chris Wood, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa","Alex Iwobi, Bryan Mbeumo, Bukayo Saka, Chris Wood, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa",Bryan Mbeumo,Chris Wood,"Alex Iwobi, Matheus Santos Carneiro Da Cunha, Trevoh Chalobah, Yoane Wissa","Curtis Jones, Danny Welbeck, Iliman Ndiaye, Michael Keane",208.0,3,1,642.0539999999996,,223.0,109.332,113,105,15.0,120
86,"Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa","Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Trevoh Chalobah",Dominic Solanke,Ola Aina,"Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva","Alex Iwobi, Bryan Mbeumo, Bukayo Saka, Chris Wood",247.0,3,1,674.3129999999998,,208.0,114.541,117,109,16.0,125
