gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw,actual_squad_points,actual_lineup_points,actual_captain_points,actual_total_points
77,"Bukayo Saka, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Joel Veltman, Joelinton Cassio Apolinario de Lira, Kai Havertz, Luis Diaz, Mateo Kovacic, Mohamed Salah, Ola Aina, Pedro Porro, Robert Sanchez, Yoane Wissa","Bukayo Saka, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Joel Veltman, Joelinton Cassio Apolinario de Lira, Kai Havertz, Mateo Kovacic, Mohamed Salah, Pedro Porro, Yoane Wissa",Mohamed Salah,Danny Welbeck,,,113.0,0,1,529.2789999999999,,1000.0,130.24099999999999,123,115,14.000000000000002,129
78,"Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Joel Veltman, Luis Diaz, Max Kilman, Mohamed Salah, Noni Madueke, Ola Aina, Robert Sanchez, Son Heung-min, Yoane Wissa","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Luis Diaz, Max Kilman, Mohamed Salah, Noni Madueke, Ola Aina, Son Heung-min",Noni Madueke,Erling Haaland,"Cole Palmer, Erling Haaland, Max Kilman, Noni Madueke, Son Heung-min","Bukayo Saka, Joelinton Cassio Apolinario de Lira, Kai Havertz, Mateo Kovacic, Pedro Porro",0.0,3,2,523.7289999999998,,113.0,157.731,154,148,20.0,168
79,"Alisson Ramses Becker, Bryan Mbeumo, Diogo Dalot Teixeira, Dominic Calvert-Lewin, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Joel Veltman, Luis Diaz, Matthijs de Ligt, Mohamed Salah, Ola Aina, Robert Sanchez, Yoane Wissa","Alisson Ramses Becker, Bryan Mbeumo, Dominic Calvert-Lewin, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Joel Veltman, Luis Diaz, Mohamed Salah, Ola Aina, Yoane Wissa",Mohamed Salah,Erling Haaland,"Alisson Ramses Becker, Bryan Mbeumo, Dominic Calvert-Lewin, Dwight McNeil, Gabriel dos Santos Magalhaes, Harvey Barnes, Matthijs de Ligt","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Max Kilman, Noni Madueke, Son Heung-min",66.0,6,1,501.4929999999998,,0.0,100.765,115,106,17.0,123
80,"Alisson Ramses Becker, Bryan Mbeumo, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Joel Veltman, Luis Diaz, Matthijs de Ligt, Mohamed Salah, Ola Aina, Ollie Watkins, Robert Sanchez, Yoane Wissa","Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Joel Veltman, Matthijs de Ligt, Ola Aina, Ollie Watkins, Robert Sanchez, Yoane Wissa",Matthijs de Ligt,Gabriel dos Santos Magalhaes,Ollie Watkins,Dominic Calvert-Lewin,36.0,0,1,526.3989999999998,WC,66.0,140.542,133,124,15.0,139
81,"Alisson Ramses Becker, Bryan Mbeumo, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Joel Veltman, Luis Diaz, Matthijs de Ligt, Mohamed Salah, Nicolas Jackson, Ola Aina, Ollie Watkins, Robert Sanchez","Bryan Mbeumo, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Matthijs de Ligt, Mohamed Salah, Nicolas Jackson, Ollie Watkins, Robert Sanchez",Luis Diaz,Nicolas Jackson,Nicolas Jackson,Yoane Wissa,21.0,0,1,489.15399999999977,,36.0,120.625,106,103,16.0,119
82,"Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Joel Veltman, Jordan Pickford, Josko Gvardiol, Liam Delap, Matz Sels, Michail Antonio, Mohamed Salah, Ola Aina, Ollie Watkins, Rayan Ait-Nouri","Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Jordan Pickford, Josko Gvardiol, Liam Delap, Mohamed Salah, Ollie Watkins, Rayan Ait-Nouri",Cole Palmer,Dwight McNeil,"Cole Palmer, Gabriel Martinelli Silva, James Justin, Jordan Pickford, Josko Gvardiol, Liam Delap, Matz Sels, Michail Antonio, Rayan Ait-Nouri","Alisson Ramses Becker, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Matthijs de Ligt, Nicolas Jackson, Robert Sanchez",135.0,8,1,473.8529999999997,,21.0,121.56,136,127,25.0,152
83,"Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, James Justin, Jarrod Bowen, Jordan Pickford, Josko Gvardiol, Mateo Kovacic, Matz Sels, Michael Keane, Michail Antonio, Mohamed Salah, Ola Aina, Rayan Ait-Nouri","Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, James Justin, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Michael Keane, Michail Antonio, Rayan Ait-Nouri",Michail Antonio,Bukayo Saka,"Bukayo Saka, Chris Wood, Danny Welbeck, Jarrod Bowen, Mateo Kovacic, Michael Keane","Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, Joel Veltman, Liam Delap, Ollie Watkins",170.0,5,1,465.8439999999998,,135.0,124.64099999999999,134,125,18.0,143
84,"Bryan Mbeumo, Bukayo Saka, Chris Wood, Curtis Jones, Danny Welbeck, Iliman Ndiaye, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina, Rayan Ait-Nouri","Chris Wood, Curtis Jones, Danny Welbeck, Iliman Ndiaye, Josko Gvardiol, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina",Michael Keane,Curtis Jones,"Curtis Jones, Iliman Ndiaye, Justin Kluivert, Milos Kerkez","James Justin, Jarrod Bowen, Mateo Kovacic, Michail Antonio",195.0,3,1,461.6639999999999,,170.0,112.325,118,109,14.0,123
85,"Alex Iwobi, Bruno Borges Fernandes, Bryan Mbeumo, Bukayo Saka, Chris Wood, Jordan Pickford, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa","Alex Iwobi, Bryan Mbeumo, Bukayo Saka, Chris Wood, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa",Bryan Mbeumo,Chris Wood,"Alex Iwobi, Bruno Borges Fernandes, Matheus Santos Carneiro Da Cunha, Trevoh Chalobah, Yoane Wissa","Curtis Jones, Danny Welbeck, Iliman Ndiaye, Justin Kluivert, Michael Keane",151.0,4,1,490.0019999999997,,195.0,105.332,113,105,15.0,120
86,"Bruno Borges Fernandes, Bukayo Saka, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Jordan Pickford, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa","Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Trevoh Chalobah",Dominic Solanke,Ola Aina,"Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva","Alex Iwobi, Bryan Mbeumo, Chris Wood",171.0,2,1,534.7669999999999,,151.0,118.531,116,109,16.0,125
