gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw,actual_squad_points,actual_lineup_points,actual_captain_points,actual_total_points
77,"Bukayo Saka, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Joelinton Cassio Apolinario de Lira, Kai Havertz, Luis Diaz, Mateo Kovacic, Max Kilman, Mohamed Salah, Nick Pope, Pedro Porro, Rico Lewis, Trent Alexander-Arnold","Bukayo Saka, Danny Welbeck, Erling Haaland, Joelinton Cassio Apolinario de Lira, Kai Havertz, Mateo Kovacic, Mohamed Salah, Nick Pope, Pedro Porro, Rico Lewis, Trent Alexander-Arnold",Mohamed Salah,Danny Welbeck,,,54.0,0,1,412.7789999999999,,1000.0,126.241,125,111,14.000000000000002,125
78,"Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Kai Havertz, Luis Diaz, Max Kilman, Mohamed Salah, Nick Pope, Noni Madueke, Ola Aina, Rico Lewis, Son Heung-min, Trent Alexander-Arnold","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Luis Diaz, Max Kilman, Mohamed Salah, Noni Madueke, Ola Aina, Son Heung-min",Noni Madueke,Cole Palmer,"Cole Palmer, Noni Madueke, Ola Aina, Son Heung-min","Bukayo Saka, Joelinton Cassio Apolinario de Lira, Mateo Kovacic, Pedro Porro",10.0,2,2,405.102,,54.0,161.772,161,148,20.0,168
79,"Bryan Mbeumo, Dominic Calvert-Lewin, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Kai Havertz, Lucas Digne, Luis Diaz, Mohamed Salah, Nick Pope, Ola Aina, Rico Lewis, Robert Sanchez, Son Heung-min, Trent Alexander-Arnold","Bryan Mbeumo, Dominic Calvert-Lewin, Erling Haaland, Harvey Barnes, Kai Havertz, Lucas Digne, Luis Diaz, Mohamed Salah, Nick Pope, Rico Lewis, Trent Alexander-Arnold",Mohamed Salah,Erling Haaland,"Bryan Mbeumo, Dominic Calvert-Lewin, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne, Robert Sanchez","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Max Kilman, Noni Madueke",45.0,5,1,373.9729999999999,,10.0,113.74199999999999,124,115,17.0,132
80,"Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Luis Diaz, Matthijs de Ligt, Nick Pope, Ola Aina, Ollie Watkins, Robert Sanchez, Son Heung-min, Stephy Mavididi, Trent Alexander-Arnold","Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Matthijs de Ligt, Ola Aina, Ollie Watkins, Robert Sanchez, Stephy Mavididi",Matthijs de Ligt,Gabriel dos Santos Magalhaes,"Diogo Dalot Teixeira, Dwight McNeil, Jean-Philippe Mateta, Matthijs de Ligt, Ollie Watkins, Stephy Mavididi","Bryan Mbeumo, Dominic Calvert-Lewin, Kai Havertz, Lucas Digne, Mohamed Salah, Rico Lewis",106.0,5,1,395.77199999999993,,45.0,126.541,139,130,15.0,145
81,"Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Matthijs de Ligt, Nick Pope, Nicolas Jackson, Ola Aina, Ollie Watkins, Robert Sanchez, Son Heung-min, Stephy Mavididi, Trent Alexander-Arnold","Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Matthijs de Ligt, Nicolas Jackson, Robert Sanchez, Son Heung-min, Stephy Mavididi, Trent Alexander-Arnold",Nicolas Jackson,Luis Diaz,Nicolas Jackson,Jean-Philippe Mateta,104.0,0,1,395.91700000000003,,106.0,131.67,125,114,16.0,130
82,"Carlos Baleba, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Jordan Pickford, Josko Gvardiol, Liam Delap, Michail Antonio, Mohamed Salah, Nathan Collins, Nick Pope, Ollie Watkins, Rayan Ait-Nouri, Trent Alexander-Arnold","Carlos Baleba, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Mohamed Salah, Nick Pope, Ollie Watkins, Rayan Ait-Nouri",Cole Palmer,Dwight McNeil,"Carlos Baleba, Cole Palmer, Gabriel Martinelli Silva, James Justin, Jordan Pickford, Josko Gvardiol, Liam Delap, Michail Antonio, Mohamed Salah, Nathan Collins, Rayan Ait-Nouri","Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Matthijs de Ligt, Nicolas Jackson, Ola Aina, Robert Sanchez, Son Heung-min, Stephy Mavididi",183.0,10,1,361.5329999999999,,104.0,117.561,141,131,25.0,156
83,"Bukayo Saka, Cole Palmer, Danny Welbeck, James Justin, Jarrod Bowen, Jordan Pickford, Josko Gvardiol, Mateo Kovacic, Michail Antonio, Mohamed Salah, Nathan Collins, Nick Pope, Ollie Watkins, Rayan Ait-Nouri, Trent Alexander-Arnold","Bukayo Saka, Cole Palmer, Danny Welbeck, James Justin, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Michail Antonio, Nathan Collins, Rayan Ait-Nouri, Trent Alexander-Arnold",Michail Antonio,Bukayo Saka,"Bukayo Saka, Danny Welbeck, Jarrod Bowen, Mateo Kovacic","Carlos Baleba, Dwight McNeil, Gabriel Martinelli Silva, Liam Delap",127.0,3,1,350.34799999999996,,183.0,134.641,139,127,18.0,145
84,"Bukayo Saka, Chris Wood, Cole Palmer, Curtis Jones, Danny Welbeck, Josko Gvardiol, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Nick Pope, Ola Aina, Ollie Watkins, Rayan Ait-Nouri","Chris Wood, Curtis Jones, Danny Welbeck, Josko Gvardiol, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina, Ollie Watkins",Michael Keane,Curtis Jones,"Chris Wood, Curtis Jones, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez, Ola Aina","James Justin, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Michail Antonio, Nathan Collins, Trent Alexander-Arnold",176.0,6,1,326.275,,127.0,99.325,114,108,14.0,122
85,"Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Danny Welbeck, Josko Gvardiol, Justin Kluivert, Matz Sels, Milos Kerkez, Mohamed Salah, Nick Pope, Ola Aina, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa","Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Danny Welbeck, Josko Gvardiol, Matz Sels, Mohamed Salah, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa",Bryan Mbeumo,Chris Wood,"Bryan Mbeumo, Trevoh Chalobah, Yoane Wissa","Curtis Jones, Michael Keane, Ollie Watkins",183.0,2,1,344.3389999999999,,176.0,110.332,110,102,15.0,117
86,"Bruno Borges Fernandes, Bukayo Saka, Chris Wood, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Jordan Pickford, Josko Gvardiol, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa","Bruno Borges Fernandes, Chris Wood, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Josko Gvardiol, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Trevoh Chalobah",Dominic Solanke,Ola Aina,"Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Jordan Pickford","Bryan Mbeumo, Cole Palmer, Danny Welbeck, Justin Kluivert, Nick Pope",225.0,4,1,373.66999999999996,,183.0,111.531,117,110,16.0,126
