gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw,actual_squad_points,actual_lineup_points,actual_captain_points,actual_total_points
77,"Bryan Mbeumo, Bukayo Saka, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Guglielmo Vicario, Joelinton Cassio Apolinario de Lira, Luis Diaz, Mohamed Salah, Ola Aina, Trent Alexander-Arnold, Yoane Wissa","Bryan Mbeumo, Bukayo Saka, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Joelinton Cassio Apolinario de Lira, Mohamed Salah, Trent Alexander-Arnold, Yoane Wissa",Mohamed Salah,Danny Welbeck,,,11.0,0,1,928.1959999999997,,1000.0,120.241,113,105,14.000000000000002,119
78,"Bryan Mbeumo, Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Guglielmo Vicario, Luis Diaz, Mohamed Salah, Noni Madueke, Ola Aina, Trent Alexander-Arnold, Yoane Wissa","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Gabriel dos Santos Magalhaes, Luis Diaz, Mohamed Salah, Noni Madueke, Ola Aina, Trent Alexander-Arnold",Noni Madueke,Erling Haaland,"Cole Palmer, Noni Madueke","Bukayo Saka, Joelinton Cassio Apolinario de Lira",2.0,0,2,909.2409999999996,,11.0,153.726,142,132,20.0,152
79,"Bryan Mbeumo, Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Guglielmo Vicario, Harvey Barnes, Luis Diaz, Mohamed Salah, Ola Aina, Trent Alexander-Arnold, Yoane Wissa","Bryan Mbeumo, Cole Palmer, David Raya Martin, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Mohamed Salah, Ola Aina, Trent Alexander-Arnold, Yoane Wissa",Mohamed Salah,Erling Haaland,Harvey Barnes,Noni Madueke,3.0,0,1,857.7959999999996,,2.0,116.726,103,98,17.0,115
80,"Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Guglielmo Vicario, Harvey Barnes, Jean-Philippe Mateta, Luis Diaz, Matthijs de Ligt, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold","Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Luis Diaz, Matthijs de Ligt, Ola Aina, Ollie Watkins, Robert Sanchez",Robert Sanchez,Gabriel dos Santos Magalhaes,"Dwight McNeil, Jean-Philippe Mateta, Matthijs de Ligt, Ollie Watkins, Robert Sanchez","Cristian Romero, Danny Welbeck, David Raya Martin, Mohamed Salah, Yoane Wissa",42.0,4,1,851.6539999999995,,3.0,126.541,134,126,15.0,141
81,"Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Guglielmo Vicario, Harvey Barnes, Luis Diaz, Matthijs de Ligt, Nicolas Jackson, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Nicolas Jackson, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold",Luis Diaz,Nicolas Jackson,Nicolas Jackson,Jean-Philippe Mateta,40.0,0,1,845.5359999999995,,42.0,127.66999999999999,121,110,16.0,126
82,"Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, Guglielmo Vicario, James Justin, Josko Gvardiol, Liam Delap, Matz Sels, Michail Antonio, Mohamed Salah, Ola Aina, Ollie Watkins, Rayan Ait-Nouri, Trent Alexander-Arnold","Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, Guglielmo Vicario, James Justin, Josko Gvardiol, Liam Delap, Mohamed Salah, Ollie Watkins, Rayan Ait-Nouri",Cole Palmer,Dwight McNeil,"Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Matz Sels, Michail Antonio, Mohamed Salah, Rayan Ait-Nouri","Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Matthijs de Ligt, Nicolas Jackson, Robert Sanchez",125.0,7,1,854.5289999999995,,40.0,129.561,141,131,25.0,156
83,"Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, James Justin, Jarrod Bowen, Jordan Pickford, Josko Gvardiol, Mateo Kovacic, Matz Sels, Michail Antonio, Mohamed Salah, Ola Aina, Rayan Ait-Nouri, Trent Alexander-Arnold","Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, James Justin, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Michail Antonio, Rayan Ait-Nouri, Trent Alexander-Arnold",Michail Antonio,Bukayo Saka,"Bukayo Saka, Chris Wood, Danny Welbeck, Jarrod Bowen, Jordan Pickford, Mateo Kovacic","Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, Guglielmo Vicario, Liam Delap, Ollie Watkins",157.0,5,1,877.0199999999995,,125.0,126.64099999999999,136,127,18.0,145
84,"Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Curtis Jones, Danny Welbeck, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina","Ashley Young, Chris Wood, Curtis Jones, Danny Welbeck, Josko Gvardiol, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina",Michael Keane,Curtis Jones,"Ashley Young, Curtis Jones, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Michael Keane, Milos Kerkez","James Justin, Jarrod Bowen, Mateo Kovacic, Michail Antonio, Rayan Ait-Nouri, Trent Alexander-Arnold",200.0,5,1,893.9109999999995,,157.0,101.33,116,106,14.0,120
85,"Alex Iwobi, Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina","Alex Iwobi, Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matz Sels, Michael Keane, Mohamed Salah",Bryan Mbeumo,Chris Wood,Alex Iwobi,Curtis Jones,198.0,0,1,904.9449999999996,,200.0,112.332,104,96,15.0,111
86,"Alexander Isak, Ashley Young, Bruno Borges Fernandes, Bukayo Saka, Dominic Solanke, Joao Victor Gomes da Silva, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Leif Davis, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina","Alexander Isak, Bruno Borges Fernandes, Dominic Solanke, Joao Victor Gomes da Silva, Josko Gvardiol, Leif Davis, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina",Dominic Solanke,Ola Aina,"Alexander Isak, Bruno Borges Fernandes, Dominic Solanke, Joao Victor Gomes da Silva, Leif Davis","Alex Iwobi, Bryan Mbeumo, Chris Wood, Danny Welbeck, Michael Keane",162.0,4,1,915.1619999999996,,198.0,109.542,117,108,16.0,124
